bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
4,5,5,1,Detached Duplex,Keffi,Nasarawa,North Central,1569.0,1080,135000000.0
2,6,6,5,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,22000000.0
3,3,4,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,250000000.0
4,4,4,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,16000000.0
4,4,5,7,Terraced Duplexes,Gudu,Abuja,North Central,1292.0,5382,65000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,135000000.0
5,5,5,4,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,220000000.0
4,4,4,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,190000000.0
5,5,5,5,Detached Duplex,Ilupeju,Lagos,South West,6614.0,50975,160000000.0
4,4,5,6,Terraced Duplexes,Ikeja,Lagos,South West,6614.0,50975,95000000.0
3,3,3,3,Detached Bungalow,Owerri Municipal,Imo,South East,2996.0,1590,24000000.0
2,2,3,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,27000000.0
4,4,5,3,Semi Detached Duplex,Idu Industrial,Abuja,North Central,1292.0,5382,65000000.0
6,6,7,1,Detached Duplex,Wuse,Abuja,North Central,1292.0,5382,200000000.0
5,5,5,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,75000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,650000000.0
7,7,8,9,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,110000000.0
2,2,3,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,70000000.0
4,4,5,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,220000000.0
3,3,4,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,260000000.0
9,1,1,1,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,650000000.0
5,7,7,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,5,5,3,Semi Detached Duplex,Wuye,Abuja,North Central,1292.0,5382,170000000.0
1,5,2,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,13000000.0
4,4,5,3,Semi Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,125000000.0
5,5,6,4,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,45000000.0
2,5,5,4,Semi Detached Bungalow,Arepo,Ogun,South West,2024.0,1601,27000000.0
5,6,7,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,200000000.0
6,7,8,6,Detached Duplex,Asaba,Delta,South South,2306.0,7150,40000000.0
5,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
1,5,2,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,24000000.0
5,5,5,4,Semi Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,180000000.0
4,5,4,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,82000000.0
4,4,5,4,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,95000000.0
4,4,5,5,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,73000000.0
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,55000000.0
3,3,4,3,Block of Flats,Jabi,Abuja,North Central,1292.0,5382,27500000.0
5,5,8,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,250000000.0
4,4,5,3,Terraced Duplexes,Ikeja,Lagos,South West,6614.0,50975,75000000.0
4,5,5,8,Terraced Duplexes,Maitama District,Abuja,North Central,1292.0,5382,250000000.0
4,5,5,4,Block of Flats,Ajah,Lagos,South West,6614.0,50975,18000000.0
4,5,5,6,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,50000000.0
3,1,1,4,Block of Flats,Ilupeju,Lagos,South West,6614.0,50975,225000000.0
4,5,7,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,150000000.0
5,5,5,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,650000000.0
1,5,5,4,Block of Flats,Ajah,Lagos,South West,6614.0,50975,25000000.0
3,3,4,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,55000000.0
6,9,9,7,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,105000000.0
4,4,5,8,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,62000000.0
5,5,6,6,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
3,4,4,5,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,22000000.0
5,6,6,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,50000000.0
1,5,2,1,Detached Bungalow,Dutse,Abuja,North Central,1292.0,5382,16000000.0
5,6,6,1,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,250000000.0
6,6,7,1,Detached Duplex,Ibadan North-West,Oyo,South West,980.0,2969,240000000.0
5,5,5,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,5,7,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
1,1,1,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,13000000.0
6,6,7,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,4,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,70000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,98000000.0
4,5,5,4,Block of Flats,Mararaba,Abuja,North Central,1292.0,5382,18000000.0
3,3,3,3,Detached Bungalow,Uhunmwonde,Edo,South South,2038.0,1729,40000000.0
5,5,7,1,Detached Duplex,Enugu,Enugu,South East,690.0,2171,90000000.0
4,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,105000000.0
5,7,7,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
1,5,2,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,27500000.0
4,4,5,4,Block of Flats,Maitama District,Abuja,North Central,1292.0,5382,160000000.0
3,3,4,4,Detached Bungalow,Life Camp,Abuja,North Central,1292.0,5382,35000000.0
6,6,7,4,Detached Duplex,Ijebu Ode,Ogun,South West,2024.0,1601,40000000.0
5,5,5,4,Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,280000000.0
5,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
3,3,5,2,Semi Detached Duplex,Arepo,Ogun,South West,2024.0,1601,30000000.0
